,comment,typeid,play,pic,subtitle,description,copyright,title,review,author,mid,created,length,video_review,aid,bvid,hide_click,is_pay,is_union_video,is_steins_gate,is_live_playback
65,71,171,57496,http://i1.hdslb.com/bfs/archive/d92a227d8c0d69f8fc68cf0d5017b442bb176f36.jpg,,【LPL夏季赛TOP5】8月10日：深海冲击铁钩至 妖狐灵舞夺魂魄,1,【LPL夏季赛TOP5】8月10日：深海冲击铁钩至  妖狐灵舞夺魂魄,0,哔哩哔哩英雄联盟赛事,50329118,1660143849,04:04,53,216863256,BV1ta411P7WD,False,0,0,0,0
66,122,171,77240,http://i2.hdslb.com/bfs/archive/6c6ab50494b58a67d66c77a8b9f61d227c96cf68.jpg,,【LPL赛事速看】W10D3: EDG二比零轻取AL 圆满结束常规赛 OMG让一追二战胜IG 成功晋级季后赛,1,【LPL赛事速看】W10D3: EDG二比零轻取AL  圆满结束常规赛 OMG让一追二战胜IG 成功晋级季后赛,0,哔哩哔哩英雄联盟赛事,50329118,1660141323,22:08,241,814350512,BV1FG4y1e7ff,False,0,0,0,0
67,789,171,213809,http://i0.hdslb.com/bfs/archive/c4901d417a9c05d365da4b514d25fb2839ae2b3b.jpg,,【2022LPL夏季赛】8月10日 IG vs OMG,1,【2022LPL夏季赛】8月10日 IG vs OMG,0,哔哩哔哩英雄联盟赛事,50329118,1660132842,154:26,2100,644308597,BV1GY4y1A7NP,False,0,0,0,0
68,1197,171,480398,http://i1.hdslb.com/bfs/archive/957f41aaa992fd7b8dd542d95dd2c9b2305615b3.jpg,,【2022LPL夏季赛】8月10日 EDG vs AL,1,【2022LPL夏季赛】8月10日 EDG vs AL,0,哔哩哔哩英雄联盟赛事,50329118,1660126331,120:41,5868,216856295,BV15a411P7Xz,False,0,0,0,0
69,232,171,73702,http://i1.hdslb.com/bfs/archive/e897006570688917c7e12e8c1d07784e8e38c25d.jpg,,【LPL夏季赛TOP5】8月9日：铁索留敌一击致命 圣光洗礼银弹破军,1,【LPL夏季赛TOP5】8月9日：铁索留敌一击致命 圣光洗礼银弹破军,0,哔哩哔哩英雄联盟赛事,50329118,1660057779,03:41,96,771795880,BV1Z14y1t75L,False,0,0,0,0
70,455,171,99055,http://i0.hdslb.com/bfs/archive/1d7dc353c73961bea5ed97e169935f814557449f.jpg,,【LPL赛事速看】W10D2:LGD让一追二击败RA V5二比零终结TES连胜,1,【LPL赛事速看】W10D2:LGD让一追二击败RA  V5二比零终结TES连胜,0,哔哩哔哩英雄联盟赛事,50329118,1660055753,24:23,454,259309309,BV1pa411o7JZ,False,0,0,0,0
71,9152,171,1229429,http://i2.hdslb.com/bfs/archive/f82a3e140296c01dbb8ae71d96296eae935b20e8.jpg,,【2022LPL夏季赛】8月9日 TES vs V5,1,【2022LPL夏季赛】8月9日 TES vs V5,0,哔哩哔哩英雄联盟赛事,50329118,1660049825,110:59,20894,344333063,BV1cd4y1K76Q,False,0,0,0,0
72,466,171,126872,http://i0.hdslb.com/bfs/archive/f9a320de56aa3113dae2d294857217c20096338c.jpg,,【2022LPL夏季赛】8月9日 LGD vs RA,1,【2022LPL夏季赛】8月9日 LGD vs RA,0,哔哩哔哩英雄联盟赛事,50329118,1660039931,172:12,805,471821153,BV1XT411L7Zp,False,0,0,0,0
73,71,171,62181,http://i2.hdslb.com/bfs/archive/75c3eb22d2ba65d91308c975edfe44fed48f6a40.jpg,,【LPL夏季赛TOP5】8月8日：巨兽飞掌震八方 残月轮转克敌归,1,【LPL夏季赛TOP5】8月8日：巨兽飞掌震八方 残月轮转克敌归,0,哔哩哔哩英雄联盟赛事,50329118,1659971999,04:24,80,386810074,BV1Vd4y1m7r2,False,0,0,0,0
74,114,171,86608,http://i1.hdslb.com/bfs/archive/0b60e3ba8d7fdb18b247cd789d11ac097313c308.jpg,,【LPL赛事速看】W10D1：RNG二比零轻取TT 拿下九连胜 BLG二比一战胜WE 跻身前十,1,【LPL赛事速看】W10D1：RNG二比零轻取TT 拿下九连胜 BLG二比一战胜WE 跻身前十,0,哔哩哔哩英雄联盟赛事,50329118,1659970569,24:39,380,216779810,BV1ha411K79x,False,0,0,0,0
75,1225,171,275087,http://i2.hdslb.com/bfs/archive/bb22fc7edc8d24d97b0d7cccbb55a0b2cda78e3e.jpg,,【2022LPL夏季赛】8月8日 BLG vs WE,1,【2022LPL夏季赛】8月8日 BLG vs WE,0,哔哩哔哩英雄联盟赛事,50329118,1659960902,162:08,2065,216842763,BV13a411P7vF,False,0,0,0,0
76,1974,171,725802,http://i0.hdslb.com/bfs/archive/5ba10937620121f70cc18bd5024b736899450a2f.jpg,,【2022LPL夏季赛】8月8日 TT vs RNG,1,【2022LPL夏季赛】8月8日 TT vs RNG,0,哔哩哔哩英雄联盟赛事,50329118,1659953201,123:51,8908,429326174,BV1pG41187tT,False,0,0,0,0
77,75,171,49775,http://i1.hdslb.com/bfs/archive/05946498f47062b4000b4f423e7d87f181da794c.jpg,,【LPL夏季赛TOP5】8月7日：腾云倒海破敌阵 炽烈冲锋锁胜局,1,【LPL夏季赛TOP5】8月7日：腾云倒海破敌阵 炽烈冲锋锁胜局,0,哔哩哔哩英雄联盟赛事,50329118,1659887787,04:14,49,814264216,BV1aG4y1Y78R,False,0,0,0,0
78,84,171,54654,http://i2.hdslb.com/bfs/archive/0a5473efe08e2cdc2950150a94a79730b726aa71.jpg,,【LPL赛事速看】W9D7：V5二比一战胜UP JDG二比零重回榜首,1,【LPL赛事速看】W9D7：V5二比一战胜UP  JDG二比零重回榜首,0,哔哩哔哩英雄联盟赛事,50329118,1659887003,27:02,211,814286583,BV16G4y1Y7nM,False,0,0,0,0
79,744,171,190069,http://i1.hdslb.com/bfs/archive/b37b4bcf0ba93dd03b1f06dc0f423eb70ebe3ef0.jpg,,【2022LPL夏季赛】8月7日 JDG vs AL,1,【2022LPL夏季赛】8月7日 JDG vs AL,0,哔哩哔哩英雄联盟赛事,50329118,1659879166,106:01,680,601860636,BV1QB4y1t7Z6,False,0,0,0,0
80,1159,171,314169,http://i1.hdslb.com/bfs/archive/b7789c79507fde758297d235f978081ef6dabc3d.jpg,,【2022LPL夏季赛】8月7日 UP vs V5,1,【2022LPL夏季赛】8月7日 UP vs V5,0,哔哩哔哩英雄联盟赛事,50329118,1659867613,166:58,2628,899133264,BV1JN4y1j73D,False,0,0,0,0
81,78,171,63272,http://i1.hdslb.com/bfs/archive/0bce032301679e6f6ea7a49214d98129e880a23f.jpg,,【LPL夏季赛TOP5】8月6日：魅影惑心妖术摄魂魄 铁索潜掠禁法勇破敌,1,【LPL夏季赛TOP5】8月6日：魅影惑心妖术摄魂魄 铁索潜掠禁法勇破敌,0,哔哩哔哩英雄联盟赛事,50329118,1659800838,04:50,136,729217643,BV1ES4y147XC,False,0,0,0,0
82,139,171,108849,http://i1.hdslb.com/bfs/archive/2ea54c806486c7265da2e919f7ea432c3206af2c.jpg,,【LPL赛事速看】W9D6:RNG鏖战三局击败IG WBG二比零FPX,1,【LPL赛事速看】W9D6:RNG鏖战三局击败IG  WBG二比零FPX,0,哔哩哔哩英雄联盟赛事,50329118,1659797728,27:57,594,386696399,BV1Ud4y127Aw,False,0,0,0,0
83,3098,171,769181,http://i2.hdslb.com/bfs/archive/92261289cac8c7969d63d92d548455b73caa8c6f.jpg,,【2022LPL夏季赛】8月6日 FPX vs WBG,1,【2022LPL夏季赛】8月6日 FPX vs WBG,0,哔哩哔哩英雄联盟赛事,50329118,1659791864,123:44,9836,301673804,BV1TF411P77e,False,0,0,0,0
84,2361,171,804160,http://i1.hdslb.com/bfs/archive/ad247d7c9ecde0ab21eabbc106ad5be2fbba0e3d.jpg,,【2022LPL夏季赛】8月6日 RNG vs IG,1,【2022LPL夏季赛】8月6日 RNG vs IG,0,哔哩哔哩英雄联盟赛事,50329118,1659781356,181:09,7752,301713532,BV1uF411P7ZJ,False,0,0,0,0
85,280,171,124144,http://i1.hdslb.com/bfs/archive/8b75e35932c4c222b771105ef77ea61c0986aedf.jpg,,【2022LPL夏季赛】8月5日 周末补习班,1,【2022LPL夏季赛】8月5日 周末补习班,0,哔哩哔哩英雄联盟赛事,50329118,1659762209,82:28,3033,984146464,BV1vt4y137dU,False,0,0,0,0
86,100,171,65546,http://i1.hdslb.com/bfs/archive/ffd76a064dc94a078c1c5e786812ee5f16e9eb4a.jpg,,【LPL夏季赛TOP5】8月5日：踏风疾行飞刃扫千军 驭沙回旋长戟逆乾坤,1,【LPL夏季赛TOP5】8月5日：踏风疾行飞刃扫千军 驭沙回旋长戟逆乾坤,0,哔哩哔哩英雄联盟赛事,50329118,1659710208,03:51,96,601638434,BV1eB4y147mk,False,0,0,0,0
87,97,171,69271,http://i2.hdslb.com/bfs/archive/bcbcd9c0b37d679f6eebe0d1197c7ec58a9969ef.jpg,,【LPL赛事速看】W9D5:TES二比零LGD  BLG找回状态二比零击败OMG,1,【LPL赛事速看】W9D5:TES二比零LGD  BLG找回状态二比零击败OMG,0,哔哩哔哩英雄联盟赛事,50329118,1659710064,16:50,308,386650075,BV1Pd4y1S7uz,False,0,0,0,0
88,1053,171,253634,http://i2.hdslb.com/bfs/archive/e3312213d61c2f2ffaa29e6ff45e6c8850f341d6.jpg,,【2022LPL夏季赛】8月5日 BLG VS OMG,1,【2022LPL夏季赛】8月5日 BLG VS OMG,0,哔哩哔哩英雄联盟赛事,50329118,1659701654,112:02,2439,514132325,BV1mg411C7Vq,False,0,0,0,0
89,1203,171,494335,http://i2.hdslb.com/bfs/archive/0ca610fecd46bf0fa3fa63a9c680c68025375eca.jpg,,【2022LPL夏季赛】8月5日 LGD vs TES,1,【2022LPL夏季赛】8月5日 LGD vs TES,0,哔哩哔哩英雄联盟赛事,50329118,1659694206,115:52,4899,729142149,BV1oS4y1x7qQ,False,0,0,0,0
90,130,171,60524,http://i2.hdslb.com/bfs/archive/8013bcdc78d94ca9fcf4e26e7e9d7eeaa944e1e5.jpg,,【LPL夏季赛TOP5】8月4日：魔影迷踪扰敌阵 封尘错玉斩无痕,1,【LPL夏季赛TOP5】8月4日：魔影迷踪扰敌阵 封尘错玉斩无痕,0,哔哩哔哩英雄联盟赛事,50329118,1659630712,03:58,99,556707307,BV1de4y1D7eK,False,0,0,0,0
91,271,171,84879,http://i0.hdslb.com/bfs/archive/2a54fab1343e0ec5c37df4160cac54d344d49bb4.jpg,,【LPL赛事速看】W9D4: EDG二比零击败WE 收获三连胜  RA二比一战胜LNG 结束连败,1,【LPL赛事速看】W9D4: EDG二比零击败WE 收获三连胜  RA二比一战胜LNG 结束连败,0,哔哩哔哩英雄联盟赛事,50329118,1659627338,26:57,674,344210323,BV1Wd4y1N7Kr,False,0,0,0,0
92,2726,171,435795,http://i1.hdslb.com/bfs/archive/e8418de611009ce938f4dbb46d20f024fc82738d.jpg,,【2022LPL夏季赛】8月4日 RA vs LNG,1,【2022LPL夏季赛】8月4日 RA vs LNG,0,哔哩哔哩英雄联盟赛事,50329118,1659615908,161:38,4938,216721043,BV15a411K7YS,False,0,0,0,0
93,1238,171,450152,http://i0.hdslb.com/bfs/archive/c0b209ea01c39c5396afb2c4c0e68abd2574f1c4.jpg,,【2022LPL夏季赛】8月4日 WE vs EDG,1,【2022LPL夏季赛】8月4日 WE vs EDG,0,哔哩哔哩英雄联盟赛事,50329118,1659607901,121:44,6516,471713509,BV1nT411L78n,False,0,0,0,0
94,133,171,64427,http://i2.hdslb.com/bfs/archive/f409d3f1320102cdf879e1f660ea4832ca397289.jpg,,【LPL夏季赛TOP5】8月3日：腾云驾雾风哮龙吟 快刀剪乱银针破军,1,【LPL夏季赛TOP5】8月3日：腾云驾雾风哮龙吟  快刀剪乱银针破军,0,哔哩哔哩英雄联盟赛事,50329118,1659540014,04:17,127,601748456,BV1uB4y1t7FT,False,0,0,0,0
95,191,171,70572,http://i0.hdslb.com/bfs/archive/f96eb49a85047aca0b62e5da6cc88b87edaada4f.jpg,,【LPL赛事速看】W9D3:TT二比一LGD JDG二比零轻取WBG,1,【LPL赛事速看】W9D3:TT二比一LGD  JDG二比零轻取WBG,0,哔哩哔哩英雄联盟赛事,50329118,1659539016,27:06,439,771533447,BV1Nr4y157Bd,False,0,0,0,0
96,4411,171,609305,http://i1.hdslb.com/bfs/archive/08a177a79bab4754e37ecee09870539a192c5a75.jpg,,【2022LPL夏季赛】8月3日 WBG vs JDG,1,【2022LPL夏季赛】8月3日 WBG vs JDG,0,哔哩哔哩英雄联盟赛事,50329118,1659532417,121:43,9295,814058268,BV1gG4y1v7SL,False,0,0,0,0
97,207,171,112694,http://i2.hdslb.com/bfs/archive/f6f03f92c77cfc8ab081add3427c7174da9c6704.jpg,,【2022LPL夏季赛】8月3日 LGD vs TT,1,【2022LPL夏季赛】8月3日 LGD vs TT,0,哔哩哔哩英雄联盟赛事,50329118,1659521658,180:44,399,686595763,BV1qU4y1Y7Sr,False,0,0,0,0
98,68,171,122803,http://i0.hdslb.com/bfs/archive/9d77fc09213e4d6b0fafb3cf55d4c57a27bfec29.jpg,,【LPL夏季赛TOP5】8月2日：圣光银弹决生死 强掳链锁无人还,1,【LPL夏季赛TOP5】8月2日：圣光银弹决生死 强掳链锁无人还,0,哔哩哔哩英雄联盟赛事,50329118,1659453778,04:11,19,259075456,BV1Qa411Z7Ca,False,0,0,0,0
99,305,171,117969,http://i1.hdslb.com/bfs/archive/99d205f779880ac8745140f0d4fd7d5d48174053.jpg,,【LPL赛事速看】W9D2: IG二比一战胜RA 收获三连胜 V5二比零轻取BLG 终结二连败,1,【LPL赛事速看】W9D2: IG二比一战胜RA 收获三连胜 V5二比零轻取BLG 终结二连败,0,哔哩哔哩英雄联盟赛事,50329118,1659450133,24:06,329,429049551,BV16G411h7Vd,False,0,0,0,0
100,2383,171,528900,http://i0.hdslb.com/bfs/archive/ca100a1a24b775d61ff612bb19fdcf0eb814acd5.jpg,,【2022LPL夏季赛】8月2日 BLG vs V5,1,【2022LPL夏季赛】8月2日 BLG vs V5,0,哔哩哔哩英雄联盟赛事,50329118,1659446975,115:51,5569,814004904,BV19G4y1e79J,False,0,0,0,0
101,265,171,124161,http://i2.hdslb.com/bfs/archive/f86afb1d74079233cbbe685aceb9fa6753b8b7a0.jpg,,【2022LPL夏季赛】8月2日 RA vs IG,1,【2022LPL夏季赛】8月2日 RA vs IG,0,哔哩哔哩英雄联盟赛事,50329118,1659434656,161:54,669,386522139,BV1sd4y1U75b,False,0,0,0,0
102,97,171,68071,http://i0.hdslb.com/bfs/archive/24ad21a079bf2a364edfb4f98c09c42fe21e29d2.jpg,,【LPL夏季赛TOP5】8月1日：大闹天宫翻江海 飞星乱坠美梦沉,1,【LPL夏季赛TOP5】8月1日：大闹天宫翻江海 飞星乱坠美梦沉,0,哔哩哔哩英雄联盟赛事,50329118,1659365726,04:22,135,941540242,BV1wW4y117tX,False,0,0,0,0
103,153,171,98070,http://i1.hdslb.com/bfs/archive/aeb24e5bd756b3fe6046fb51972b906567f78470.jpg,,【LPL赛事速看】W9D1: RNG二比零碾压战胜AL 豪取七连胜 FPX二比零击败UP 跻身前十,1,【LPL赛事速看】W9D1: RNG二比零碾压战胜AL 豪取七连胜 FPX二比零击败UP 跻身前十,0,哔哩哔哩英雄联盟赛事,50329118,1659362223,19:49,310,344082742,BV1Ld4y1T7Ho,False,0,0,0,0
104,795,171,229628,http://i1.hdslb.com/bfs/archive/00597273a8f77637062de80680b231b4da88f3fc.jpg,,【2022LPL夏季赛】8月1日 UP vs FPX,1,【2022LPL夏季赛】8月1日 UP vs FPX,0,哔哩哔哩英雄联盟赛事,50329118,1659356406,117:48,2234,856599147,BV1QV4y1j74n,False,0,0,0,0
105,2294,171,959297,http://i1.hdslb.com/bfs/archive/b363323ee040a4101f310fe05e30f93bf08d4993.jpg,,【2022LPL夏季赛】8月1日 AL vs RNG,1,【2022LPL夏季赛】8月1日 AL vs RNG,0,哔哩哔哩英雄联盟赛事,50329118,1659349760,123:21,9445,429072006,BV1dG411h7to,False,0,0,0,0
106,177,171,62526,http://i1.hdslb.com/bfs/archive/3053c694fa5f8431745849010856f25f56865572.jpg,,【LPL夏季赛TOP5】7月31日：青矛飒踏如流星 裁决圣锤定风波,1,【LPL夏季赛TOP5】7月31日：青矛飒踏如流星 裁决圣锤定风波,0,哔哩哔哩英雄联盟赛事,50329118,1659279642,04:09,68,601548402,BV1mB4y1b7DT,False,0,0,0,0
107,241,171,106336,http://i1.hdslb.com/bfs/archive/42c66f77e5daae46eaf4b7d0c02511329d695c95.jpg,,【LPL赛事速看】W8D7: OMG二比一击败V5 收获二连胜 LNG二比零战胜WE 结束连败,1,【LPL赛事速看】W8D7: OMG二比一击败V5 收获二连胜 LNG二比零战胜WE 结束连败,0,哔哩哔哩英雄联盟赛事,50329118,1659276623,24:02,583,729070939,BV1CS4y1x7W4,False,0,0,0,0
108,958,171,269289,http://i2.hdslb.com/bfs/archive/37980a1be96a93164f18868132fc9f3c89a2b2d2.jpg,,【2022LPL夏季赛】7月31日 WE vs LNG,1,【2022LPL夏季赛】7月31日 WE vs LNG,0,哔哩哔哩英雄联盟赛事,50329118,1659269939,109:32,1825,216509002,BV1Fa411M7Ye,False,0,0,0,0
109,4258,171,598720,http://i1.hdslb.com/bfs/archive/cbfee450cc089b91f7a65d450be162c20fbf98de.jpg,,【2022LPL夏季赛】7月31日 V5 vs OMG,1,【2022LPL夏季赛】7月31日 V5 vs OMG,0,哔哩哔哩英雄联盟赛事,50329118,1659261560,145:00,7769,814123755,BV1hG4y1v73g,False,0,0,0,0
110,205,171,93656,http://i1.hdslb.com/bfs/archive/37c422fc162e13d5b85bac34daf86367b328613d.jpg,,【LPL夏季赛TOP5】7月30日：幽影穿刺裂残魂 振风踏地破死局,1,【LPL夏季赛TOP5】7月30日：幽影穿刺裂残魂  振风踏地破死局,0,哔哩哔哩英雄联盟赛事,50329118,1659191193,04:17,164,513927121,BV1Lg41117Q4,False,0,0,0,0
111,253,171,128958,http://i0.hdslb.com/bfs/archive/32043dd1727fca368f61dbe28837fdd6d76a018a.jpg,,【LPL赛事速看】W8D6: EDG二比零RA RNG让一追二翻盘击败JDG,1,【LPL赛事速看】W8D6: EDG二比零RA  RNG让一追二翻盘击败JDG,0,哔哩哔哩英雄联盟赛事,50329118,1659190883,25:04,974,686469981,BV1kU4y1v7us,False,0,0,0,0
112,6482,171,1492962,http://i1.hdslb.com/bfs/archive/de8532964c9fa76a06a4a457aa42fabcd4c0d16c.jpg,,【2022LPL夏季赛】7月30日 RNG vs JDG,1,【2022LPL夏季赛】7月30日 RNG vs JDG,0,哔哩哔哩英雄联盟赛事,50329118,1659182309,159:50,21160,898918177,BV1PN4y1L72S,False,0,0,0,0
113,1119,171,415636,http://i1.hdslb.com/bfs/archive/1f81f90e770f0093c46973b3ab25ce51cfc2c6e1.jpg,,【2022LPL夏季赛】7月30日 RA vs EDG,1,【2022LPL夏季赛】7月30日 RA vs EDG,0,哔哩哔哩英雄联盟赛事,50329118,1659175027,104:30,6322,771461615,BV1xr4y1j7Jw,False,0,0,0,0
114,524,171,156311,http://i2.hdslb.com/bfs/archive/015cc74414f9dd5d00d5f8e235c0681b16cef347.jpg,,【2022LPL夏季赛】7月29日 周末补习班,1,【2022LPL夏季赛】7月29日 周末补习班,0,哔哩哔哩英雄联盟赛事,50329118,1659103919,71:03,3968,771386983,BV1Dr4y1L7zP,False,0,0,0,0
115,81,171,57667,http://i1.hdslb.com/bfs/archive/6517fc90dbe9e041b28defaf8ad1f0098b3ebb02.jpg,,【LPL夏季赛TOP5】7月29日：飞刃回旋扶大厦将倾 枪炮交响谱凯旋之歌,1,【LPL夏季赛TOP5】7月29日：飞刃回旋扶大厦将倾  枪炮交响谱凯旋之歌,0,哔哩哔哩英雄联盟赛事,50329118,1659103110,03:17,106,941452096,BV1eW4y1y7KJ,False,0,0,0,0
116,80,171,94701,http://i1.hdslb.com/bfs/archive/9b4563b7ae892f7861ff1c7eafa10c6414f88183.jpg,,【LPL赛事速看】W8D5:TES十二连胜二比零击败TT WBG二比零轻取LGD,1,【LPL赛事速看】W8D5:TES十二连胜二比零击败TT  WBG二比零轻取LGD,0,哔哩哔哩英雄联盟赛事,50329118,1659100971,21:27,476,513968390,BV1Bg41117p2,False,0,0,0,0
117,1260,171,612636,http://i0.hdslb.com/bfs/archive/bb3d9e0785eb6c100cf908f1c9c0fffe160d0841.jpg,,【2022LPL夏季赛】7月29日 LGD vs WBG,1,【2022LPL夏季赛】7月29日 LGD vs WBG,0,哔哩哔哩英雄联盟赛事,50329118,1659095507,102:53,6923,428894377,BV1QG41187ab,False,0,0,0,0
118,2245,171,534449,http://i1.hdslb.com/bfs/archive/14fe766c60e02e9b5944439b9b967d89d544e206.jpg,,【2022LPL夏季赛】7月29日 TES vs TT,1,【2022LPL夏季赛】7月29日 TES vs TT,0,哔哩哔哩英雄联盟赛事,50329118,1659088554,114:53,7583,216485499,BV1ka411T7Gb,False,0,0,0,0
119,79,171,60897,http://i0.hdslb.com/bfs/archive/56d142a6c9a40924ca9bc07532768ec386f8b95a.jpg,,【LPL夏季赛TOP5】7月28日：折返跃迁飞星坠 天霸横空一拳开,1,【LPL夏季赛TOP5】7月28日：折返跃迁飞星坠 天霸横空一拳开,0,哔哩哔哩英雄联盟赛事,50329118,1659018538,02:59,74,813946047,BV1MG4y1q7Kr,False,0,0,0,0
120,123,171,73234,http://i0.hdslb.com/bfs/archive/0ae0f6e08bcd43c679f3aaf5e8bf38251b5a7202.jpg,,【LPL赛事速看】W8D4: IG二比一击败UP 收获两连胜 BLG二比零战胜FPX 终止连败,1,【LPL赛事速看】W8D4: IG二比一击败UP 收获两连胜 BLG二比零战胜FPX 终止连败,0,哔哩哔哩英雄联盟赛事,50329118,1659016938,21:17,317,471476592,BV1fT411j7Te,False,0,0,0,0
121,1696,171,386102,http://i1.hdslb.com/bfs/archive/1a6f275c00200acba353d41603ac3bc4de1bb118.jpg,,【2022LPL夏季赛】7月28日 BLG vs FPX,1,【2022LPL夏季赛】7月28日 BLG vs FPX,0,哔哩哔哩英雄联盟赛事,50329118,1659013696,102:18,4271,556383936,BV1Ze4y1Q77e,False,0,0,0,0
122,512,171,123153,http://i0.hdslb.com/bfs/archive/7fa931e1503e56c293652ead0d26da28060faccf.jpg,,【2022LPL夏季赛】7月28日 UP vs IG,1,【2022LPL夏季赛】7月28日 UP vs IG,0,哔哩哔哩英雄联盟赛事,50329118,1659005024,166:30,977,813989833,BV1zG4y1e7cZ,False,0,0,0,0
123,103,171,57675,http://i0.hdslb.com/bfs/archive/9cb1747d7a7311f33d4ec0ca7f7e02ed5791c0bc.jpg,,【LPL夏季赛TOP5】7月27日：铁腕毒雾惑人心 强掳无畏定胜局,1,【LPL夏季赛TOP5】7月27日：铁腕毒雾惑人心 强掳无畏定胜局,0,哔哩哔哩英雄联盟赛事,50329118,1658934831,03:58,73,386454801,BV1Nd4y1U744,False,0,0,0,0
124,166,171,72971,http://i0.hdslb.com/bfs/archive/5c5c5253dd47ecfb86802340a5d988f9ae51ab6f.jpg,,【LPL赛事速看】W8D3：LGD二比一击败WE结束连败 OMG二比零拿下胜利跻身前十,1,【LPL赛事速看】W8D3：LGD二比一击败WE结束连败 OMG二比零拿下胜利跻身前十,0,哔哩哔哩英雄联盟赛事,50329118,1658932441,23:41,252,856447023,BV1RV4y1L7h1,False,0,0,0,0
125,687,171,211676,http://i1.hdslb.com/bfs/archive/c0d72cdafe6d59199fe8d507b79801a3608426d0.jpg,,【2022LPL夏季赛】7月27日 OMG vs AL,1,【2022LPL夏季赛】7月27日 OMG vs AL,0,哔哩哔哩英雄联盟赛事,50329118,1658926336,98:23,1689,601264039,BV1gB4y1h7zs,False,0,0,0,0
126,1854,171,335422,http://i0.hdslb.com/bfs/archive/cd506c0668d08686ba7ac4730dfb7bd2a9648447.jpg,,【2022LPL夏季赛】7月27日 LGD vs WE,1,【2022LPL夏季赛】7月27日 LGD vs WE,0,哔哩哔哩英雄联盟赛事,50329118,1658916605,166:04,3037,898837684,BV18N4y177MX,False,0,0,0,0
127,155,171,70887,http://i2.hdslb.com/bfs/archive/45fc080b6cb024d3ce71475655561ad8761d7c86.jpg,,【LPL夏季赛TOP5】7月26日：暗影穿刺锁魂夺魄 黄沙漫天禁卫破局,1,【LPL夏季赛TOP5】7月26日：暗影穿刺锁魂夺魄 黄沙漫天禁卫破局,0,哔哩哔哩英雄联盟赛事,50329118,1658848382,04:31,79,513786843,BV1Fg411f7wP,False,0,0,0,0
128,264,171,123666,http://i2.hdslb.com/bfs/archive/dd090978a6aab4b3ef65d496653053b02ae05f33.jpg,,【LPL赛事速看】W8D2:EDG二比零LNG  JDG二比零翻盘击败V5,1,【LPL赛事速看】W8D2:EDG二比零LNG  JDG二比零翻盘击败V5,0,哔哩哔哩英雄联盟赛事,50329118,1658842332,23:10,921,898811047,BV1GN4y177kC,False,0,0,0,0
129,3805,171,628239,http://i0.hdslb.com/bfs/archive/10df13833d6002f9b45ff6724c1e25b49f2656f5.jpg,,,1,【2022LPL夏季赛】7月26日 JDG vs V5,0,哔哩哔哩英雄联盟赛事,50329118,1658837222,107:23,6871,856351447,BV1MV4y1E7PP,False,0,0,0,0
130,1610,171,637783,http://i1.hdslb.com/bfs/archive/a1a6ae4506aa0986dd92cc2988fb75a6a389cf13.jpg,,,1,【2022LPL夏季赛】7月26日 LNG vs EDG,0,哔哩哔哩英雄联盟赛事,50329118,1658830297,131:37,12086,771341396,BV12r4y1L7Si,False,0,0,0,0
